OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeinDays,HasName,Hour,Weekday,Month,Year,TimeofDay,IsMix,SimpleBreed,SimpleColor,Intact,Sex,Lifestage
0,6,1,0,657,252,60.0,1,11,6,11,2014,1,1,83,20,1,0,1
0,16,1,3,125,307,30.0,1,17,6,2,2016,0,1,17,26,0,0,1
4,12,0,0,632,318,30.0,0,12,7,6,2015,1,1,78,27,1,0,1
2,10,0,0,945,86,30.0,1,13,5,9,2014,1,1,132,3,1,0,1
3,16,1,2,1066,86,365.0,1,18,2,5,2015,0,1,159,3,0,1,0
4,14,0,1,640,167,730.0,1,14,4,12,2013,1,1,80,8,1,1,0
0,16,1,3,896,5,240.0,1,14,7,6,2015,1,0,124,2,0,0,1
0,6,0,2,640,5,60.0,1,18,2,6,2015,0,1,80,2,0,1,1
0,16,0,2,1271,260,60.0,1,17,5,1,2014,0,1,189,21,0,1,1
4,12,1,2,681,5,300.0,1,14,5,2,2015,1,1,95,2,0,1,1
3,16,1,2,1066,204,730.0,1,17,6,1,2015,0,1,159,12,0,1,0
4,12,1,0,74,38,60.0,0,8,4,10,2015,2,1,15,2,1,0,1
4,12,1,0,909,329,3.0,1,11,4,3,2015,1,1,127,27,1,0,1
0,16,1,3,307,98,365.0,1,18,2,12,2015,0,1,42,4,0,0,0
4,14,0,0,640,332,730.0,0,9,1,10,2014,2,1,80,27,1,0,0
4,12,1,3,307,98,730.0,0,13,5,5,2014,1,1,42,4,0,0,0
4,12,0,2,640,41,1825.0,1,13,4,8,2015,1,1,80,3,0,1,0
4,12,0,0,640,5,28.0,0,11,6,8,2014,1,1,80,2,1,0,1
0,16,0,3,640,88,730.0,1,19,3,5,2015,0,1,80,4,0,0,0
1,7,0,1,640,38,35.0,0,11,6,7,2014,1,1,80,2,1,1,1
2,0,1,2,720,114,730.0,1,9,5,11,2013,2,0,98,4,0,1,0
4,12,0,0,1271,260,21.0,1,12,4,7,2015,1,1,189,21,1,0,1
0,6,1,3,74,98,365.0,1,11,3,12,2015,1,1,15,4,0,0,0
3,16,1,2,1066,204,300.0,1,17,1,8,2014,0,1,159,12,0,1,1
2,15,0,2,640,346,730.0,0,15,7,5,2014,1,1,80,27,0,1,0
4,12,0,4,640,68,14.0,0,14,5,8,2015,1,1,80,3,2,2,1
4,14,0,0,640,41,365.0,0,9,6,9,2014,2,1,80,3,1,0,0
0,6,1,3,847,5,1460.0,1,16,7,11,2013,0,1,124,2,0,0,0
4,12,1,3,965,318,1095.0,1,16,1,2,2015,0,0,136,27,0,0,0
3,16,1,3,847,130,2190.0,1,11,1,10,2013,1,1,124,4,0,0,0
0,6,1,2,962,194,3650.0,1,11,7,8,2015,1,1,136,12,0,1,0
3,16,1,3,1066,38,730.0,1,18,5,12,2015,0,1,159,2,0,0,0
0,16,1,2,438,311,2920.0,1,19,3,5,2015,0,1,60,26,0,1,0
4,12,0,1,636,63,30.0,1,15,5,10,2013,1,0,79,3,1,1,1
0,6,1,2,27,98,1095.0,1,7,3,8,2014,2,1,7,4,0,1,0
2,15,0,1,640,216,30.0,1,10,6,7,2014,2,1,80,16,1,1,1
3,16,1,2,1265,130,730.0,1,18,3,5,2015,0,1,186,4,0,1,0
3,16,1,3,847,150,4015.0,1,13,7,12,2014,1,1,124,7,0,0,0
3,16,1,3,847,5,365.0,1,19,1,10,2015,0,1,124,2,0,0,0
0,16,1,3,810,318,120.0,1,18,1,12,2013,0,0,117,27,0,0,1
0,16,1,3,74,98,300.0,1,18,6,9,2014,0,1,15,4,0,0,1
2,13,1,2,1255,355,1095.0,1,7,6,2,2016,2,1,185,27,0,1,0
4,12,1,3,696,114,730.0,0,16,7,12,2014,0,1,98,4,0,0,0
3,16,1,2,298,38,365.0,1,18,1,1,2014,0,1,41,2,0,1,0
4,14,0,4,637,5,365.0,0,9,3,2,2015,2,1,79,2,2,2,0
0,16,0,0,640,41,60.0,1,13,7,8,2015,1,1,80,3,1,0,1
0,16,0,2,640,111,60.0,1,13,6,11,2015,1,1,80,4,0,1,1
0,16,0,2,640,38,60.0,0,17,3,4,2014,0,1,80,2,0,1,1
0,16,0,3,640,139,365.0,1,17,7,9,2015,0,1,80,6,0,0,0
0,16,0,2,640,104,60.0,1,13,2,6,2014,1,1,80,4,0,1,1
4,12,0,4,640,5,14.0,0,13,1,5,2015,1,1,80,2,2,2,1
0,16,1,3,1116,38,120.0,0,18,5,10,2013,0,1,163,2,0,0,1
2,0,1,2,420,99,1460.0,1,15,5,10,2015,1,0,57,4,0,1,0
4,12,0,3,640,5,60.0,0,16,4,6,2015,0,1,80,2,0,0,1
0,16,1,2,249,38,150.0,1,15,4,6,2014,1,1,39,2,0,1,1
4,12,0,2,640,220,120.0,1,16,2,8,2014,0,1,80,16,0,1,1
0,16,1,3,847,5,730.0,1,18,4,1,2016,0,1,124,2,0,0,0
4,12,1,2,74,351,180.0,1,14,5,4,2015,1,1,15,27,0,1,1
0,16,1,2,249,38,730.0,1,14,1,2,2015,1,1,39,2,0,1,0
2,0,1,0,1066,130,1095.0,1,16,3,2,2015,0,1,159,4,1,0,0
0,16,1,3,463,38,1095.0,1,16,7,2,2014,0,0,61,2,0,0,0
0,16,1,2,126,58,1095.0,1,17,1,12,2014,0,0,17,3,0,1,0
4,12,1,3,1374,131,365.0,1,12,4,10,2015,1,0,219,5,0,0,0
4,12,1,2,696,36,300.0,1,15,4,5,2015,1,1,98,2,0,1,1
3,16,1,0,450,5,14.0,0,18,6,3,2014,0,1,61,2,1,0,1
4,12,0,1,640,68,60.0,0,12,6,10,2013,1,1,80,3,1,1,1
4,12,1,1,167,5,730.0,1,12,6,11,2015,1,1,22,2,1,1,0
3,16,0,3,640,104,1095.0,0,19,1,12,2015,0,1,80,4,0,0,0
2,15,0,1,632,104,1095.0,0,9,3,3,2015,2,1,78,4,1,1,0
0,16,1,3,696,252,30.0,1,19,6,2,2015,0,1,98,20,0,0,1
0,6,1,2,658,353,2190.0,1,11,5,12,2015,1,1,84,27,0,1,0
0,16,1,2,665,353,60.0,1,18,4,1,2016,0,1,86,27,0,1,1
0,6,1,3,438,31,1095.0,1,16,5,6,2015,0,1,60,2,0,0,0
2,15,0,0,640,291,60.0,0,14,2,7,2015,1,1,80,24,1,0,1
3,16,1,3,847,5,2920.0,1,15,4,6,2015,1,1,124,2,0,0,0
4,12,1,2,28,289,730.0,1,17,1,12,2014,0,0,7,23,0,1,0
3,16,1,0,1066,329,240.0,1,15,2,11,2015,1,1,159,27,1,0,1
0,16,1,3,1066,38,365.0,1,15,1,12,2013,1,1,159,2,0,0,0
2,15,1,1,1221,88,3650.0,0,17,4,7,2015,0,1,181,4,1,1,0
4,12,0,4,637,111,90.0,1,15,5,11,2013,1,1,79,4,2,2,1
3,16,1,2,1336,41,4380.0,1,11,3,7,2014,1,1,212,3,0,1,0
0,16,1,2,74,330,240.0,1,16,4,10,2014,0,1,15,27,0,1,1
0,16,1,2,1191,289,90.0,1,17,4,4,2014,0,1,172,23,0,1,1
3,16,1,3,1365,274,365.0,1,18,3,4,2015,0,1,219,23,0,0,0
2,15,1,3,74,130,4380.0,1,12,5,9,2014,1,1,15,4,0,0,0
4,12,1,0,847,38,2.0,0,14,4,12,2014,1,1,124,2,1,0,1
2,15,0,2,640,195,1095.0,0,12,1,9,2015,1,1,80,12,0,1,0
0,16,1,3,696,276,1095.0,0,17,3,1,2014,0,1,98,23,0,0,0
3,16,0,2,640,167,1095.0,1,16,2,2,2014,0,1,80,8,0,1,0
4,12,1,0,811,150,90.0,0,12,7,11,2014,1,1,117,7,1,0,1
0,16,1,3,813,329,60.0,1,12,7,8,2014,1,0,117,27,0,0,1
3,16,1,2,1091,329,2920.0,1,17,1,11,2015,0,0,159,27,0,1,0
4,12,1,0,1136,38,4015.0,0,14,5,11,2013,1,1,164,2,1,0,0
3,16,1,3,297,38,730.0,1,11,7,1,2014,1,0,41,2,0,0,0
3,16,1,2,60,38,730.0,1,15,5,3,2015,1,0,13,2,0,1,0
3,16,1,1,720,88,1095.0,1,15,7,12,2013,1,0,98,4,1,1,0
0,6,1,2,27,329,120.0,0,12,5,1,2014,1,1,7,27,0,1,1
0,16,1,2,1066,274,120.0,1,17,3,10,2015,0,1,159,23,0,1,1
0,16,0,3,640,38,240.0,1,18,6,7,2014,0,1,80,2,0,0,1
4,12,1,3,1066,89,210.0,0,14,7,10,2015,1,1,159,4,0,0,1
0,16,0,0,637,63,365.0,1,16,2,12,2013,0,1,79,3,1,0,0
2,10,1,2,1066,130,2190.0,1,11,6,3,2015,1,1,159,4,0,1,0
3,16,1,0,677,365,365.0,1,13,4,3,2015,1,0,94,28,1,0,0
0,16,1,3,438,36,730.0,0,17,3,11,2013,0,1,60,2,0,0,0
4,12,1,1,847,307,1095.0,1,15,2,11,2015,1,1,124,26,1,1,0
0,6,0,2,640,38,60.0,1,14,2,12,2013,1,1,80,2,0,1,1
4,12,0,3,640,111,90.0,1,14,3,10,2015,1,1,80,4,0,0,1
4,12,1,2,450,329,5475.0,1,13,5,4,2015,1,1,61,27,0,1,0
3,16,1,2,249,38,730.0,1,15,2,6,2015,1,1,39,2,0,1,0
0,16,0,3,632,139,90.0,1,19,3,12,2015,0,1,78,6,0,0,1
4,12,1,1,222,114,1460.0,0,11,7,8,2014,1,0,33,4,1,1,0
0,16,0,2,640,111,365.0,1,15,3,4,2015,1,1,80,4,0,1,0
4,12,1,1,1066,86,60.0,0,11,5,5,2015,1,1,159,3,1,1,1
4,12,1,2,166,307,5475.0,1,18,2,2,2016,0,0,22,26,0,1,0
4,12,1,2,847,38,730.0,1,18,1,6,2015,0,1,124,2,0,1,0
3,16,1,3,764,318,300.0,1,18,3,6,2015,0,1,104,27,0,0,1
0,16,0,2,1250,59,60.0,1,15,1,7,2015,1,0,184,3,0,1,1
0,6,1,3,438,289,365.0,1,14,3,9,2015,1,1,60,23,0,0,0
0,16,1,2,55,250,730.0,1,14,2,10,2014,1,1,12,18,0,1,0
0,6,1,2,450,259,60.0,1,14,4,11,2015,1,1,61,20,0,1,1
0,16,0,3,637,296,210.0,1,17,1,3,2015,0,1,79,25,0,0,1
0,16,1,3,878,5,1825.0,1,17,7,5,2015,0,0,124,2,0,0,0
4,12,1,3,847,5,330.0,1,15,4,11,2013,1,1,124,2,0,0,1
0,16,1,2,1066,89,730.0,1,14,5,9,2015,1,1,159,4,0,1,0
3,16,0,2,640,216,1460.0,1,13,7,8,2014,1,1,80,16,0,1,0
0,16,0,3,640,38,180.0,1,14,6,12,2015,1,1,80,2,0,0,1
2,15,1,1,450,274,730.0,0,17,6,10,2013,0,1,61,23,1,1,0
2,15,1,4,696,318,4015.0,0,12,3,1,2015,1,1,98,27,2,2,0
3,16,1,2,1066,311,1095.0,1,13,6,1,2014,1,1,159,26,0,1,0
0,16,1,2,450,163,365.0,1,18,4,12,2013,0,1,61,7,0,1,0
4,14,0,0,640,104,90.0,0,19,1,11,2015,0,1,80,4,1,0,1
0,16,0,2,640,216,60.0,0,18,4,10,2013,0,1,80,16,0,1,1
3,16,0,0,640,111,240.0,1,16,2,4,2014,0,1,80,4,1,0,1
0,6,1,3,1066,349,1460.0,1,9,3,1,2016,2,1,159,27,0,0,0
4,12,0,0,636,5,30.0,0,15,2,7,2014,1,0,79,2,1,0,1
2,15,0,2,640,104,1460.0,0,12,3,12,2014,1,1,80,4,0,1,0
4,14,0,0,640,291,730.0,0,9,1,8,2015,2,1,80,24,1,0,0
4,12,1,3,847,131,730.0,1,13,4,7,2014,1,1,124,5,0,0,0
0,6,0,3,640,5,90.0,1,18,1,7,2014,0,1,80,2,0,0,1
0,16,1,3,696,114,300.0,1,15,6,8,2014,1,1,98,4,0,0,1
4,12,0,4,640,216,7.0,0,18,7,8,2015,0,1,80,16,2,2,1
4,12,1,2,747,239,1460.0,1,14,6,10,2015,1,0,102,18,0,1,0
4,12,0,4,640,5,3.0,0,10,5,3,2014,2,1,80,2,2,2,1
0,6,0,3,637,104,60.0,1,16,7,10,2014,0,1,79,4,0,0,1
3,16,1,2,847,5,180.0,1,13,4,3,2014,1,1,124,2,0,1,1
0,16,1,3,366,5,2190.0,1,18,7,10,2014,0,0,52,2,0,0,0
0,16,1,2,1066,289,2190.0,1,12,5,1,2014,1,1,159,23,0,1,0
0,16,0,3,640,104,60.0,1,19,3,11,2014,0,1,80,4,0,0,1
2,15,0,2,640,220,1825.0,1,14,6,12,2014,1,1,80,16,0,1,0
0,16,1,3,1066,89,60.0,1,16,3,1,2014,0,1,159,4,0,0,1
4,14,0,1,640,5,90.0,0,9,4,8,2014,2,1,80,2,1,1,1
4,12,1,3,811,289,730.0,1,15,5,10,2013,1,1,117,23,0,0,0
4,12,1,3,1319,318,60.0,1,16,2,9,2015,0,1,205,27,0,0,1
0,11,0,2,637,167,60.0,1,19,1,12,2015,0,1,79,8,0,1,1
0,16,0,2,640,220,60.0,1,12,1,12,2014,1,1,80,16,0,1,1
4,14,0,1,640,111,90.0,0,9,3,7,2014,2,1,80,4,1,1,1
0,16,1,2,649,318,1460.0,1,13,5,1,2016,1,1,82,27,0,1,0
0,16,0,3,640,220,1460.0,1,13,3,12,2013,1,1,80,16,0,0,0
0,16,1,3,55,130,365.0,1,15,4,3,2015,1,1,12,4,0,0,0
4,12,0,3,637,38,1095.0,1,12,4,10,2015,1,1,79,2,0,0,0
4,12,1,3,1066,130,1095.0,1,16,6,3,2014,0,1,159,4,0,0,0
4,12,0,0,637,295,4745.0,1,13,7,1,2015,1,1,79,24,1,0,0
4,12,0,4,640,216,14.0,0,14,5,8,2015,1,1,80,16,2,2,1
2,0,1,2,847,38,1825.0,1,17,4,8,2014,0,1,124,2,0,1,0
0,6,1,2,313,329,1095.0,1,10,3,3,2015,2,0,42,27,0,1,0
3,16,1,2,1066,324,1460.0,1,19,3,5,2014,0,1,159,27,0,1,0
2,0,1,3,1065,274,1825.0,1,13,2,3,2014,1,0,159,23,0,0,0
4,12,1,0,1094,98,90.0,1,12,7,10,2014,1,0,159,4,1,0,1
0,16,0,3,247,5,730.0,1,18,3,7,2015,0,1,38,2,0,0,0
4,14,0,1,640,104,730.0,0,9,1,8,2015,2,1,80,4,1,1,0
0,6,1,2,369,89,60.0,1,16,4,8,2014,0,0,52,4,0,1,1
3,16,1,3,450,38,365.0,1,16,3,12,2015,0,1,61,2,0,0,0
0,16,1,2,811,329,365.0,0,17,6,8,2014,0,1,117,27,0,1,0
3,16,1,2,167,307,2190.0,1,16,6,6,2015,0,1,22,26,0,1,0
4,12,1,0,891,5,730.0,0,16,6,6,2015,0,0,124,2,1,0,0
4,12,0,0,640,291,120.0,1,14,2,12,2013,1,1,80,24,1,0,1
2,15,0,2,637,5,4380.0,1,17,7,7,2014,0,1,79,2,0,1,0
0,16,0,2,640,195,730.0,1,13,6,1,2014,1,1,80,12,0,1,0
0,16,0,2,640,215,1095.0,0,17,7,7,2014,0,1,80,16,0,1,0
0,16,0,3,632,68,365.0,1,14,7,2,2016,1,1,78,3,0,0,0
3,16,1,2,729,210,5110.0,1,16,1,9,2014,0,0,99,14,0,1,0
4,12,0,0,640,111,21.0,0,14,6,10,2014,1,1,80,4,1,0,1
4,12,1,0,878,289,120.0,1,14,6,11,2015,1,0,124,23,1,0,1
4,12,0,0,640,265,30.0,1,18,4,10,2013,0,1,80,22,1,0,1
4,12,1,1,463,36,2190.0,0,14,4,8,2015,1,0,61,2,1,1,0
3,16,1,2,847,329,4745.0,1,11,5,11,2013,1,1,124,27,0,1,0
4,12,1,1,1365,272,3650.0,1,11,7,2,2016,1,1,219,22,1,1,0
4,14,0,4,640,332,2555.0,0,9,3,8,2014,2,1,80,27,2,2,0
0,6,1,3,85,38,30.0,0,8,4,12,2014,2,0,15,2,0,0,1
4,12,1,1,1146,131,180.0,1,18,6,12,2013,0,1,167,5,1,1,1
4,12,0,1,640,111,21.0,0,12,7,5,2014,1,1,80,4,1,1,1
3,16,1,2,1066,114,730.0,1,19,4,10,2014,0,1,159,4,0,1,0
3,16,1,3,1365,272,1095.0,1,17,5,9,2015,0,1,219,22,0,0,0
4,12,0,1,640,86,7.0,0,18,5,5,2015,0,1,80,3,1,1,1
2,15,1,1,1255,250,210.0,1,18,5,11,2014,0,1,185,18,1,1,1
2,15,0,2,640,197,5475.0,0,10,7,8,2015,2,1,80,12,0,1,0
4,14,0,3,640,111,365.0,0,19,2,12,2015,0,1,80,4,0,0,0
0,16,1,3,407,307,60.0,1,13,7,8,2015,1,1,57,26,0,0,1
4,14,0,0,641,291,730.0,0,14,6,2,2014,1,0,80,24,1,0,0
3,16,0,3,640,167,2555.0,1,19,2,7,2014,0,1,80,8,0,0,0
4,12,1,1,696,259,60.0,0,13,7,5,2014,1,1,98,20,1,1,1
0,16,1,3,112,5,730.0,1,18,5,8,2015,0,1,16,2,0,0,0
4,12,1,2,1116,130,365.0,1,14,2,4,2015,1,1,163,4,0,1,0
3,16,1,2,811,329,730.0,1,18,5,5,2014,0,1,117,27,0,1,0
4,12,0,3,640,111,90.0,1,14,2,7,2015,1,1,80,4,0,0,1
0,16,0,2,640,5,150.0,1,17,7,11,2015,0,1,80,2,0,1,1
4,12,0,2,640,104,60.0,1,12,5,11,2014,1,1,80,4,0,1,1
3,16,1,0,559,88,1460.0,1,17,4,1,2016,0,1,70,4,1,0,0
0,16,0,3,632,104,300.0,1,19,6,3,2015,0,1,78,4,0,0,1
0,16,1,3,1066,342,150.0,1,19,3,9,2015,0,1,159,27,0,0,1
3,16,1,1,736,187,2190.0,1,12,3,1,2015,1,0,102,11,1,1,0
3,16,0,2,637,204,180.0,1,16,1,5,2015,0,1,79,12,0,1,1
3,16,1,3,450,320,3650.0,1,18,2,10,2015,0,1,61,27,0,0,0
4,12,0,0,640,104,365.0,0,19,5,5,2015,0,1,80,4,1,0,0
0,6,0,3,640,139,90.0,1,18,6,8,2015,0,1,80,6,0,0,1
4,12,0,1,640,216,21.0,0,16,7,4,2014,0,1,80,16,1,1,1
0,16,0,3,640,296,2190.0,1,19,6,12,2013,0,1,80,25,0,0,0
0,6,1,2,720,38,60.0,1,17,7,12,2014,0,0,98,2,0,1,1
0,16,0,3,640,104,90.0,1,15,3,12,2015,1,1,80,4,0,0,1
2,15,1,3,847,274,4745.0,1,13,2,8,2015,1,1,124,23,0,0,0
0,16,0,3,640,5,365.0,1,10,5,12,2015,2,1,80,2,0,0,0
3,16,1,3,847,226,2555.0,1,16,6,10,2013,0,1,124,18,0,0,0
4,12,0,0,640,291,21.0,0,12,7,4,2014,1,1,80,24,1,0,1
4,12,1,2,74,5,730.0,1,0,2,11,2015,3,1,15,2,0,1,0
4,12,0,4,640,291,2.0,0,11,2,11,2014,1,1,80,24,2,2,1
4,12,1,0,626,318,365.0,1,18,5,10,2014,0,1,76,27,1,0,0
4,12,0,1,640,104,21.0,0,14,6,9,2014,1,1,80,4,1,1,1
4,12,0,1,640,264,30.0,1,15,4,8,2014,1,1,80,22,1,1,1
4,12,0,0,640,291,21.0,0,0,3,8,2015,3,1,80,24,1,0,1
3,16,1,1,365,36,365.0,1,13,3,9,2015,1,1,52,2,1,1,0
0,16,1,3,376,320,1460.0,1,16,1,5,2015,0,1,53,27,0,0,0
3,16,1,3,1105,10,120.0,1,13,4,9,2015,1,1,161,2,0,0,1
4,14,0,0,640,168,730.0,0,9,2,10,2015,2,1,80,8,1,0,0
0,16,0,2,640,216,1825.0,1,16,1,1,2014,0,1,80,16,0,1,0
0,6,0,2,640,5,60.0,0,16,7,7,2015,0,1,80,2,0,1,1
4,14,0,4,640,291,120.0,0,9,3,5,2015,2,1,80,24,2,2,1
4,12,1,2,1066,86,1460.0,1,12,6,6,2014,1,1,159,3,0,1,0
3,16,1,1,1066,329,1.0,0,13,2,3,2014,1,1,159,27,1,1,1
4,12,0,0,640,38,28.0,0,15,7,5,2015,1,1,80,2,1,0,1
4,12,1,1,307,130,30.0,0,12,1,5,2014,1,1,42,4,1,1,1
0,16,0,3,640,216,1095.0,1,19,5,12,2013,0,1,80,16,0,0,0
3,16,1,2,1066,38,365.0,1,17,3,12,2015,0,1,159,2,0,1,0
4,12,0,3,637,306,730.0,0,14,1,11,2014,1,1,79,25,0,0,0
2,0,1,1,1291,289,730.0,1,17,6,10,2013,0,1,196,23,1,1,0
0,11,1,3,559,36,730.0,0,19,1,2,2014,0,1,70,2,0,0,0
0,16,1,3,1116,320,365.0,1,14,4,2,2016,1,1,163,27,0,0,0
4,12,1,0,264,38,210.0,1,15,2,12,2014,1,0,39,2,1,0,1
0,16,1,3,167,307,1095.0,1,16,3,12,2014,0,1,22,26,0,0,0
4,12,0,0,640,216,21.0,0,16,2,6,2015,0,1,80,16,1,0,1
4,12,1,3,249,353,270.0,1,12,5,1,2016,1,1,39,27,0,0,1
3,16,0,3,640,104,365.0,1,16,3,3,2014,0,1,80,4,0,0,0
3,16,1,2,1235,353,365.0,1,17,7,9,2015,0,0,183,27,0,1,0
0,16,1,0,900,330,60.0,1,16,5,1,2014,0,0,124,27,1,0,1
4,14,0,0,640,63,120.0,0,9,6,7,2015,2,1,80,3,1,0,1
2,15,0,0,1059,224,2555.0,0,11,3,1,2015,1,1,156,16,1,0,0
4,12,1,2,585,226,730.0,1,15,5,6,2014,1,0,70,18,0,1,0
4,12,0,1,640,104,14.0,0,17,1,3,2015,0,1,80,4,1,1,1
3,16,1,2,847,165,2920.0,1,13,1,1,2015,1,1,124,7,0,1,0
4,14,0,1,640,216,365.0,0,9,6,4,2015,2,1,80,16,1,1,0
3,16,1,3,847,5,365.0,1,17,5,7,2014,0,1,124,2,0,0,0
4,12,0,4,640,104,21.0,0,15,7,8,2015,1,1,80,4,2,2,1
4,12,0,0,640,38,3.0,0,13,7,6,2014,1,1,80,2,1,0,1
2,15,0,0,640,324,30.0,0,8,4,10,2014,2,1,80,27,1,0,1
0,16,1,2,696,252,365.0,1,18,1,1,2016,0,1,98,20,0,1,0
0,16,0,3,640,139,1460.0,1,18,6,4,2014,0,1,80,6,0,0,0
4,14,0,4,640,216,730.0,0,9,3,9,2015,2,1,80,16,2,2,0
0,6,1,2,449,38,60.0,1,15,6,9,2015,1,0,61,2,0,1,1
0,16,1,3,962,329,365.0,1,17,4,5,2015,0,1,136,27,0,0,0
0,16,1,3,710,26,60.0,0,18,1,5,2015,0,0,98,2,0,0,1
0,16,0,3,640,38,30.0,1,16,7,12,2014,0,1,80,2,0,0,1
4,12,0,3,640,260,365.0,0,13,3,1,2016,1,1,80,21,0,0,0
4,12,0,1,640,111,21.0,0,16,3,7,2014,0,1,80,4,1,1,1
0,6,0,2,631,41,90.0,1,18,2,2,2015,0,0,78,3,0,1,1
3,16,1,3,222,114,1825.0,1,17,3,11,2015,0,0,33,4,0,0,0
2,15,1,0,1372,131,1825.0,1,14,6,8,2015,1,0,219,5,1,0,0
4,12,0,2,640,216,300.0,0,13,1,12,2013,1,1,80,16,0,1,1
0,16,1,2,948,98,1825.0,1,12,7,12,2015,1,1,133,4,0,1,0
0,11,0,3,640,306,60.0,1,8,4,11,2013,2,1,80,25,0,0,1
4,14,0,1,640,5,365.0,0,9,5,10,2014,2,1,80,2,1,1,0
2,15,0,0,640,295,730.0,0,19,5,11,2015,0,1,80,24,1,0,0
0,16,1,3,150,358,1095.0,1,12,1,4,2014,1,0,20,28,0,0,0
0,16,1,3,69,353,30.0,0,18,4,1,2016,0,0,13,27,0,0,1
4,12,0,1,640,104,30.0,1,12,2,6,2015,1,1,80,4,1,1,1
4,12,0,2,640,5,365.0,1,14,5,8,2014,1,1,80,2,0,1,0
0,16,1,2,980,194,730.0,1,18,6,11,2014,0,1,137,12,0,1,0
0,16,1,3,383,308,150.0,0,18,3,7,2015,0,1,55,26,0,0,1
4,12,0,1,637,220,60.0,1,15,6,9,2014,1,1,79,16,1,1,1
3,16,1,1,450,274,4380.0,1,12,3,1,2016,1,1,61,23,1,1,0
4,14,0,0,640,318,180.0,0,9,2,4,2015,2,1,80,27,1,0,1
4,12,0,1,640,205,28.0,0,16,6,4,2015,0,1,80,13,1,1,1
0,16,1,3,923,318,1095.0,1,17,5,3,2014,0,0,130,27,0,0,0
4,12,0,1,640,104,14.0,0,14,5,11,2015,1,1,80,4,1,1,1
0,16,1,2,696,226,60.0,0,12,7,12,2013,1,1,98,18,0,1,1
2,15,0,1,640,104,7.0,0,17,4,8,2014,0,1,80,4,1,1,1
0,16,0,3,640,220,90.0,0,17,4,4,2014,0,1,80,16,0,0,1
3,16,1,3,1079,320,730.0,1,16,3,10,2015,0,0,159,27,0,0,0
4,12,0,1,1251,211,14.0,0,15,6,4,2015,1,1,184,15,1,1,1
2,15,0,1,640,5,365.0,1,14,7,4,2014,1,1,80,2,1,1,0
3,16,1,0,1236,274,5475.0,1,14,2,4,2015,1,1,183,23,1,0,0
4,12,0,0,640,41,14.0,1,15,2,5,2015,1,1,80,3,1,0,1
0,16,0,2,637,220,1095.0,1,18,4,6,2015,0,1,79,16,0,1,0
0,16,1,3,847,358,60.0,1,18,3,11,2013,0,1,124,28,0,0,1
2,15,0,0,640,38,365.0,0,14,4,6,2015,1,1,80,2,1,0,0
4,14,0,1,640,111,90.0,0,14,4,10,2013,1,1,80,4,1,1,1
4,12,0,2,640,68,1825.0,1,17,4,6,2015,0,1,80,3,0,1,0
0,16,1,2,696,36,730.0,1,18,3,10,2014,0,1,98,2,0,1,0
2,15,0,4,640,111,3.0,0,18,2,8,2015,0,1,80,4,2,2,1
4,12,0,1,640,38,2555.0,1,15,7,10,2013,1,1,80,2,1,1,0
4,12,0,3,640,5,365.0,1,15,5,1,2015,1,1,80,2,0,0,0
4,12,1,0,1105,5,30.0,0,16,5,10,2014,0,1,161,2,1,0,1
4,14,0,1,640,216,300.0,0,9,4,4,2015,2,1,80,16,1,1,1
2,0,1,3,1066,98,1095.0,1,14,7,1,2015,1,1,159,4,0,0,0
4,12,0,3,640,139,2920.0,1,14,5,1,2015,1,1,80,6,0,0,0
0,16,0,2,640,111,60.0,1,14,5,12,2014,1,1,80,4,0,1,1
0,16,1,3,1066,98,180.0,1,17,1,11,2014,0,1,159,4,0,0,1
0,16,1,2,1170,114,365.0,1,13,6,4,2014,1,1,170,4,0,1,0
0,16,1,3,307,98,730.0,1,16,2,7,2015,0,1,42,4,0,0,0
4,12,1,1,890,5,365.0,0,17,3,5,2015,0,0,124,2,1,1,0
0,16,1,2,307,98,1460.0,1,19,7,2,2016,0,1,42,4,0,1,0
3,16,1,3,248,38,1825.0,1,15,5,11,2014,1,0,39,2,0,0,0
0,16,1,2,699,259,120.0,0,12,7,3,2015,1,0,98,20,0,1,1
0,16,1,2,1105,10,150.0,0,13,1,8,2015,1,1,161,2,0,1,1
2,15,0,3,640,291,1460.0,1,17,2,12,2013,0,1,80,24,0,0,0
3,16,1,2,1005,289,730.0,1,11,3,8,2015,1,1,141,23,0,1,0
3,16,1,2,254,38,1095.0,1,19,4,2,2015,0,0,39,2,0,1,0
3,16,1,2,1149,114,1460.0,1,18,3,5,2015,0,0,167,4,0,1,0
3,16,1,3,26,330,2555.0,1,17,2,3,2014,0,0,7,27,0,0,0
0,16,1,2,1274,318,365.0,1,11,1,4,2015,1,1,190,27,0,1,0
0,16,1,2,559,88,1460.0,0,17,7,9,2014,0,1,70,4,0,1,0
0,6,1,2,962,88,30.0,1,17,7,2,2016,0,1,136,4,0,1,1
4,12,1,1,696,88,365.0,1,14,2,11,2015,1,1,98,4,1,1,0
3,16,1,2,956,25,365.0,1,13,4,1,2016,1,1,135,2,0,1,0
2,3,1,2,27,38,730.0,1,17,4,5,2014,0,1,7,2,0,1,0
0,6,0,2,640,347,30.0,1,12,7,10,2014,1,1,80,27,0,1,1
4,12,1,0,450,329,365.0,1,17,3,6,2015,0,1,61,27,1,0,0
